convoid,person,dialogue
21,Prospect,Awesome. I appreciate it. Have a good weekend.
21,SDR,Yeah. Good luck with your interview.
21,Prospect,"All right, thanks. Bye."
22,SDR,"Hey, this is Ani with Rocket Lane. Can I take 30 seconds to explain why I'm calling? And at the end of that, if it's not relevant, you can hang up. Does that sound okay?"
22,Prospect,Sure.
22,SDR,"Awesome. Appreciate it. I work a lot with professional services leaders in your space and they've been trying to reduce project timelines, increase visibility for internal teams and customers, and try and turn a profit on every project their teams are running. I'm curious, are these priorities for you folks today?"
22,Prospect,"They are, but it also sounds a lot like our own pitch."
22,SDR,"Yeah, no, well, it is my way of getting around there. But hey, I'll save you a sales pitch and just tell you real quick about Rocket Lane through one of our customers. Does that sound okay?"
22,Prospect,Sure.
22,SDR,"Okay. So you've heard of Clari, I presume?"
22,Prospect,"Let me just change my bluetooth. Where we live right now, the power went out, so I'm actually in the public area with everybody else. Let me just put my bluetooth headphones on. I'll be able to hear you better. Hold on."
22,SDR,"Oh, yeah, sure."
22,Prospect,Okay. Can you hear me?
22,SDR,"Yeah, loud and clear. Can you hear me?"
22,Prospect,"Yep, it's much better."
22,SDR,"Sweet. I'll keep this quick. You've heard of Clari, I presume?"
22,Prospect,Clarity. Yes.
22,SDR,Clari. Clari.
22,Prospect,Revenue platform.
22,SDR,"Yep, yep, that's the one."
22,Prospect,"I don't know if I have, but not to say that I have it, but I uh.. I have heard it up now."
22,SDR,"Yeah, no, no worries. So they're basically super high growth startup that is now a really mature startup, I guess, but they're one of our biggest customers in the US. So their PS teams are having real trouble reducing time to value and just making sure that their projects are getting completed on time and that they're maintaining like a positive ROI on the top line for their PS team, especially because they were taking on projects at a really high velocity. We worked with them and just helped them reduce that time to value and enable them to get more projects out the door quicker and maintain like, a positive ROI in terms of their billable utilization and how they're delivering their projects. I'm curious, what do you think the business impact would be for you folks if we could do the same for your business?"
22,Prospect,"Well, yeah, I mean, I'm all ears. But our platform though, that what we do is supposed to be like. Well, I mean, it's a little bit different with a low-code, no-code area, but what we do.. but our whole pitch is like time to value, to uuhm..  implement solutions based upon our low-code, no-code solutions. But yours is more about methodology projects."
22,SDR,"Exactly. It's more of a project management tool that was sort of purpose-built to deliver customer-facing projects. So most PS teams today, they're, they're repurposing generic project management tools like asana, spreadsheets, slack, and stuff like that. Or they're using legacy PSA tools like Maimon Link Financial force, which often do way more than what's required. Yeah. So we're kind of at that intersection."
22,Prospect,Okay
22,SDR,"Sorry, go ahead."
22,Prospect,No no.. Go ahead.
22,SDR,"Yeah, no, I was going to say we're at that intersection where we're sort of purpose. We're sort of creating and pioneering this space of customer-facing project management. And we're super purpose-built for PS teams and implementation teams because we've got a customer-facing site to Rocket Lane, which enables your customers to see the same things that your team does effectively. So, you know, everyone's on the same page, everyone's accountable, and you're able to just cycle through projects real quick and deliver them in a much better way."
22,Prospect,"Got it. Okay. So are you, you said you're with Rocket Lane."
22,SDR,"Yeah, that's right. Are you perhaps in front of your laptop or something?"
22,Prospect,"I am. I pulled it up. So, like, I, I've been so a couple of things. I'm going to be just totally transparent upfront. Like we, our company just recently went through like two months ago, like a small rift, so we got rid of some of folks and so we're not in buying mode right now, but we are focusing like, like everybody else is. We're kind of like retooling and make sure that we're basically being lean and we're doing things efficiently. And I know it's also kind of our pitch software for the customers that we serve, but we, I have been in conversations with some companies. So we kind of like, we build stuff internally to kind of eat our own dog food, but there was a few things where we just didn't do. And so when it led to conversation with Financial Force about resource management and really just skills and availability instead of PS, but to your point, where they had a lot of stuff that we didn't necessarily need. Yep. So I tell you the same thing. Kind of funny. Like they. I was just, I guess the last time I talked to him, I said, like Adela Tickler saying like, hey, this is not the time. Like, you know, call me, you know. Anyway, they just called me because I guess the timeframe came up and I just let them know the same thing as like, hey, I, you need to push it out a month because I did bring up their concept just like two weeks ago in the conversation. So we are just in the phases of trying to figure out if we are going to use our own resources to build internally or if we're going to go do kind of exactly what you're talking about. So I feel like we're like the cobbler's children. We have the product that we basically, service is a low-code, no-code solution that allows us to build applications faster and deliver for very large, you know, large and small customers. So a lot of times I, especially on the service side, I feel like I'm prone to trying to say we should eat your own dog food and build something that, you know, that we can turn around. But also at the same time, I realized a lot of times we don't have the timeframe to do it or the resources ourselves. So that's why last time Financial Force kind of approached me, I was able, it just happened to be that someone else had mentioned their name. And so looking at the company and I said, oh, your name just came up. So I took the meeting. I don't know, rocket lane. Not saying that I should not take a look at it."
